TARGET URL: https://www.yellowpageskenya.com/business-category/Hardware%20-%20Manufacturers%20&%20Wholesalers
Seventh Day Adventist Church East Kenya Union Conference,eauinfo@eau.adventist.org,N/A
Seventh Day Adventist Health Services,N/A,0700354554
Seventhday Adventist Health Services,N/A,N/A
Shaam Community Health Services,N/A,N/A
Shiloh Health Products,N/A,0724689697
Silver Ray Health Ltd,recruitment@silverrayhr.com,0726406832
Sims Women Health Services,N/A,0722519696
Sky Healthcare Ltd,N/A,0725274374
Solution Health Herbal Clinic,N/A,0734554121
Southern Health Care Ltd,N/A,0717575781
Spine Health and Sports Injury,N/A,0780406755
St John''s Telephone Bureau,N/A,N/A
St. Judes Huruma Community Health Services,st.judes2008@yahoo.co.uk,0721203837
St. Mary Health Services,N/A,0722363668
St Theresa Health Services,N/A,N/A
St Thomas Medical Health Service,N/A,N/A
Stra Tegis Health,N/A,N/A
Sudan Health Association,N/A,N/A
Suma Health Products (k) Ltd,N/A,0714771011
Summit Health Ltd,catherine@summithealth.co.ke,0725918608
Supplements (K) Ltd,N/A,0773810213
Surgimed Healthcare Supplies Ltd,N/A,0715777403
The Family Eye Clinic (Intergroup Health),thefamilyeyeclinic@gmail.com,0777100117
The Lincks to Better Health,N/A,0702999999
The Saints Health Club,N/A,0728050503
The Tibabu Health Consultantacy,N/A,0732364938
The Wellness Health & Fitness Cent,N/A,N/A
Thika Road Health Services,N/A,N/A
Tianshi Health Products Co. (K) Ltd,ligang@tiens.com.cn,0722973220
Touch of Health,N/A,0722656348
Transpharma Health care,transpharmahealthcare@gmail.com,0720094722
Treasure Health,treshahealth@gmail.com,0722221751
Trident School of Medical Health Science & Technology,N/A,0700031345
Turnaround Health Centre,N/A,N/A
Twin Steps Beauty & Health,N/A,0722510314
Universal Health Family Point,info@universalhs.co.ke,0774097886
Universal Work Health & Safety Consultants Ltd,info@universalwhsafety.com,0722997895
Urban Health Clinic,Urbanhealthkenya@yahoo.com,N/A
Vaidam Health International Ltd,vaidamkenya@gmail.com,0743046438
Vam Health Services (K) Ltd,N/A,N/A
Velvet Health Ltd,N/A,0717383333
Victory Health Care Clinic,N/A,0725112597
View Park Health & Fitness,N/A,0737185763
Vital Animal Health,N/A,0791610000
Vital Ray Medical Imaging,N/A,0705120400
"Wanyoike, Dr P K",pkwanyoike@yahoo.com,N/A
Wentworth Health & Fitness Center,N/A,0723505126
Wine Lite Health Care,N/A,N/A
Winnie''s Pure Health Products,N/A,0720260606
World Health Organization (W H O),afkenwr@who.int,0722509403
Xenihealth Nutritional Clinic,nutrition@xenihealth.com,0720563404
Yousund Health Products Kenya Limited,yousundkenya@gmail.com,0736459004
ZA Health Care,N/A,N/A
Benka Health Co Ltd,N/A,N/A
College of Tropical Medicine & Community Health (Cotromed),cotromed@yahoo.com,0722614868
Dr Kisima Health Facility,jashraph@yahoo.com,0728653863
Health Management Solutions Ltd,N/A,N/A
Health Outsourcing Centre,N/A,0751835202
International Centre For Reproductive Health (ICRH),N/A,0722208652
Kiembeni Community Health Centre,N/A,0722336176
Min. Of Health - District Aids-Std,N/A,N/A
Nyali Health Service Ltd,N/A,N/A
St Pauls Health Services,N/A,N/A
Tudor Health Centre,N/A,N/A
East African Institute of Occupational Safety & Health,N/A,N/A
Peak Health Outpatient Medical Centre,brian@peakhealth.co.ke,0721151518
Pure Health Natural Herbs Clinic,N/A,0722300630
A.LC Zombe Health Centre,tmutethya@gmail.com,0717114276
Aga Khan Health Service (K),N/A,N/A
Aga Khan Health Services Kenya,N/A,0721250628
Ahadi Health & Maternity Health Services,N/A,0720907757
Ahiti (Animal Health & Industrial Training Institute) Ndomba,N/A,N/A
AIC Lokichogio Health Centre,aicloki2008@yahoo.co.uk,0718785379
AIC Shabab Bethsaida Health Centre,aicbethsaida@yahoo.com,0718725279
Akshar Health Care Ltd,drsunilcpatel@gmail.com,0731714054
Amanda Health Family Mido Pharmacy,N/A,0713644292
Amani Community Health Services,amcohealth13@gmail.com,0721550846
Arami Health Clinic,N/A,0724568029
Barakani Community Health Care Ltd,N/A,0707017158
Beacon of Hope Health Centre,info@beaconafrica.org,0716642469
Beta Health Herbal Clinic,N/A,0721204033
Blessed Louis Palazzolo Health Centre,poverellegachie@yahoo.com,0735556619


TARGET URL: https://www.yellowpageskenya.com/business-category/Health%20Care
Company Name,Email,Mobile
Zamara Risk & Insurance Brokers Ltd,risk@zamara.co.ke,N/A
Mega Health Insurance Agencies,info@megahealth-insurance.com,0722755262
Digestive Health & Endoscopy,kairu@digestivehealthltd.com,0722524328
Mega Health Insurance Agencies,info@megahealth-insurance.com,0722755262
Accessible Home Health Care,ahcglobal@gmail.com,0722757188
Afromed Health Care Pharmacy,N/A,N/A
Afya Health Care,murags06@yahoo.com,0738195757
AIDS Health Care Foundation Parklands Clinic,N/A,0722164353
Amurt Health Care Centre,amurtaafrica@yahoo.com,0716693188
Aromatics Health & Skin Care Clinic,N/A,N/A
Aster Health Care,info.asterhealthcare@gmail.com,0748479899
Avenue Healthcare,admin@avenuehealthcare.com,0722854221
Beta Healthcare International Ltd,N/A,0724257072
Cadila Health Care Ltd,N/A,N/A
CellPharm Health Care Ltd,sales.cellpharm@gmail.com,0716365855
Centinel Healthcare Ltd,N/A,N/A
Ceragem East Africa Ltd,ceragem.nairobi@yahoo.com,0738772974
Columbia Africa Health care Ltd,N/A,0707333666
Crown Healthcare (K) Ltd,crown@crownkenya.com,0721200400
Daryeel Health Care,N/A,0722119150
Dasham Health Care,smarie843@gmail.com,0729746098
Delta Health Care Supplies Ltd,N/A,0725286720
Drew Health Care,N/A,0713463853
Embakasi Health Care,N/A,0722509184
Family Health Options (K),N/A,0734600186
Healthcare Direct (K) Ltd,N/A,0722513637
Hill Health Care Ltd,N/A,0722149416
Integrity Health Care Holdings Ltd,N/A,N/A
Jamii Health Care,N/A,0722672893
Janst Healthcare International Ltd,hq@janst.co.ke,0722521912
Kenafrique Health Care Ltd,N/A,N/A
Lomet Health Care Ltd,hilovaph@wananchi.com,N/A
Lords Healthcare Ltd,lords@swiftkenya.com,0722204443
Medi Hub Health Care,N/A,0773801561
Mic Global Risks (K) Ltd,N/A,N/A
Ngima Health Care & Diagnostics,N/A,N/A
Oliveberg Insurance Agency,info@oliveberg.co.ke,0724210052
Pallitas Health Care Ltd,N/A,N/A
Race Health Care Clinic,freds.agasi@yahoo.co.uk,0722347952
Royal Health Care Ltd,N/A,0725897513
Samadhi Cosmetics & Laser Clinic,naturalhealthspa@yahoo.com,0722952882
Santa Rosa Health Care,kiruipat@yahoo.com,0721965730
Sky Healthcare Ltd,N/A,0725274374
Southern Health Care Ltd,N/A,0717575781
Surgimed Healthcare Supplies Ltd,N/A,0715777403
Transpharma Health care,transpharmahealthcare@gmail.com,0720094722
Victory Health Care Clinic,N/A,0725112597
"Wanyoike, Dr P K",pkwanyoike@yahoo.com,N/A
Wine Lite Health Care,N/A,N/A
ZA Health Care,N/A,N/A
Akshar Health Care Ltd,drsunilcpatel@gmail.com,0731714054
Barakani Community Health Care Ltd,N/A,0707017158
Braton Health Care,N/A,0721460682
Bungoma Health Care Co Ltd,N/A,N/A
Clinix Health Care Centre,N/A,N/A
Haven Health Care,info@havenhealthcare.co.ke,0706161608
Imenti Health Care,N/A,N/A
Jade Health Care,N/A,0770543705
Kieni Health Care,N/A,0722802087
Kisumu Primary Health Care,N/A,N/A
lthuthi Health Care Unit,N/A,0721479459
LVCT Health,N/A,N/A
Mago Care Health Centre,euniceluvai@gmail.com,0720916471
Makadara Health Care,N/A,0722348650
Maria Health Care,N/A,0710508005
Mariakani Community Health Care Services,N/A,0712298740
Meditrust Health Care Services,meditrust2002@yahoo.com,0720034709
Mediwell Health care,N/A,0728034428
Nyeri Health Care,N/A,N/A
"Odhiambo, Dr Achola J M",acholajma@yahoo.com,N/A
Olive Health Care International,N/A,0722690448
Prime Care Health Services,N/A,0722511598
Siami Health Care Ltd,siamihealthcare@hotmail.com,0788704084
Simba Health Care Ltd,N/A,N/A
St Andrews Medical Centre,N/A,0733779605
St. James Health Care Kiambu,N/A,0723226498
St. Johns Health Care,N/A,0724103911
Sustainable Health Care Foundation,N/A,N/A
Thika Arcade Health Care Centre,N/A,N/A
Undugu Health Care Chemists,N/A,0724847630
Yalta Health Care,N/A,0723604235
360 Health Services,N/A,0718693093
A A R,N/A,0703063000
Aga Khan Health Service Kenya,N/A,N/A
Biocare Health SystemLtd,biocarehealthsystems@gmail.com,0722508798
Carego International and LiveWell Health Clinics,N/A,N/A
Eastleigh Health Centre,kpaskalia@gmail.com,0722326373
Elixir Health,elixirhealthkenya@gmail.com,0735174687
EMA World health,N/A,0709129000
F. B. Suma Health Products (K) Ltd,N/A,0700769035
Genius Health Ltd,N/A,0739930099
Gilead Mental Health Consultants,jkmutiso@gileadmh.com,0721230205
Glo Health International Ltd,N/A,0722291649
GoCare Health Solutions Limited,N/A,0708375001
Green Health / Green World International,grnhealth@gmail.com,0729740838
Health Strat Kenya,N/A,N/A
Healthfirst International,N/A,0722514545
Helpers Health Services,mmburulamu@yahoo.com,0723515815
Hilcrest Health Services Ltd,N/A,N/A
Integrated Health Services,N/A,N/A
Ivory Health Solutions,N/A,0782009817
Jamko Health Clinic &labaratory Services Ltd,N/A,0720576315
Kisisma Health Services,N/A,0728842004
Mid Hill Nursing Home,N/A,0723282233
Msingi Health,N/A,N/A
My Health Africa,N/A,0741991565
Namedi Herbal Health,N/A,0722744978
Nutri Health Solutions,N/A,0722849229
Oasis Health,N/A,0795601331
Piens Health Products,magutrd@yahoo.com,0737104211
Population Health Concerns,N/A,0715167153
Premium Health Services,premiumhealthservices@yahoo.com,0726775027
Prime-leks Health Services,prime.healthcareservices@gmail.com,0724231057
Private Sector Innovation for Health,info@psp4h.com,0708771545
Proact Services Health Centre,info@proactservices.org,0722967398
Solution Health Herbal Clinic,N/A,0734554121
Thika Road Health Services,N/A,N/A
Tianshi Health Products Co. (K) Ltd,ligang@tiens.com.cn,0722973220
Yousund Health Products Kenya Limited,yousundkenya@gmail.com,0736459004
Benka Health Co Ltd,N/A,N/A
Health Management Solutions Ltd,N/A,N/A
Health Outsourcing Centre,N/A,0751835202
Pure Health Natural Herbs Clinic,N/A,0722300630
A.LC Zombe Health Centre,tmutethya@gmail.com,0717114276
AIC Lokichogio Health Centre,aicloki2008@yahoo.co.uk,0718785379
AIC Shabab Bethsaida Health Centre,aicbethsaida@yahoo.com,0718725279
Amani Community Health Services,amcohealth13@gmail.com,0721550846
Blessed Louis Palazzolo Health Centre,poverellegachie@yahoo.com,0735556619
Bluecross Health Clinic,bluecrosshealthcareclinic@yahoo.com,0722388166
Clive Irvine College Of Health Sciences,cliveirvine@yahoo.com,0721550704
Frajoy Health Services,drtumbo@gmail.com,0722303832
Highway Community Health Resourse Centre,N/A,0726124864
Highway Health Services,N/A,0721926525
Hospital Road Health Services,N/A,0720214725
Jamii Health Services,N/A,0723249551
Jowama Health Services,jowamahealthservices@yahoo.com,0722305203
Kamoko Health Centre,N/A,0722550232
Kangundo Community Health Centre,N/A,0733829921
Kerol Health Service Centre,N/A,0728155874
Kiambu county Department Of Health Services,N/A,0711264000
Kimunga Health Centre,N/A,0721918901
Kisima Health Centre,N/A,0724109625
ltibo SDA Health Centre,N/A,0711603807
ltierio Health Centre,N/A,0720416873
Mainland Health Center (Changamwe),drkamau@mainlandhc.com,0721208739
Mangima (SDA) Health Centre,mangimahealthcentre@yahoo.com,0720461605
Mephi Health Services,N/A,0715805355
Methodex Health Services,N/A,0721269219
Mikumbune Health Centre,N/A,N/A
Mother Amadeas Health Centre,N/A,0716658277
Nature''s Health Ltd,N/A,0721303016
Penda Health,N/A,0707337992
Qualicare Health Services,N/A,0722758639
Sagana Health Centre,N/A,0728125463
Samaritan Health Service,N/A,0720437625
"Shimo, Dr Mwangi",N/A,N/A
St. Elizabeth Gekano Health Centre,N/A,0714350027
St Elizabeth Lwak Mission Health Centre,st.elizalwak@gmail.com,0723592381
St. Raphael Archangel Health Centre,N/A,0712849650
Tiwi Hospital Min Of Health,N/A,N/A
Turnmed Health Services Ltd,turnmed@gmail.com,0722760212
Universal Farmily Health Services,universalfhs@gmail.com,0795510231
Wananchi Health Service,gichuyia@plansonline.net,0728023990
A & K Global Health,N/A,0734652984
Abercrombie & Kent Global Health (K) Ltd,N/A,0706514359
Accord Health Center,N/A,N/A
Africa Institute of Health & Dev,rakti2004@yahoo.com,0721318501
Africa Mental Health Foundation,dmndetei@amhf.or.ke,N/A
African Family Health Center,N/A,0722353777
African Institute For Health & Development,N/A,0727850851
African Population & Health Research Centre,N/A,0720098388
Afya Natural Health Cures,annakamush@yahoo.com,0721902613
Agile Global Health,N/A,0735830468
AIC Health Ministries,N/A,N/A
Alliance Health Services,josephkiara@yahoo.com,0722769874
Almed Health Products,njoroge461@gmail.com,0728111112
Amani Mental Health Programme,N/A,N/A
AMREF Health Africa,info.kenya@amref.org,0722139585
Animal Health & Industrial Training Institute (AHITI),ahitikabete@yahoo.com,N/A
Apex Health Services Ltd,N/A,N/A
Arena Ltd,N/A,0733864523
Avo – Health (EPZ) Ltd,N/A,0724520444
Bee Health Propolis (K) Ltd,N/A,N/A
Bliss Health Centre,N/A,0780622572
BMG Health Products,N/A,0722924962
Body By Design Health & Fitness Centre,bodybydesign@njemacourt.com,0724349884
Bridges Organic Health Restaurant,N/A,0713607956
Buruburu Health Centre,N/A,N/A
Cactus Villa Health Clinic,N/A,N/A
Canaan Medical Centre,info@canaanhealthproviders.org,0711702224
Centre for Health Solutions,N/A,0711522220
Chania Foods Sellers of Health Foods,N/A,N/A
Chiropractic & Physiotherapy Health Centre,N/A,0735052653
Christian Health Association of Kenya,secretariat@chak.or.ke,0722203617
City Health Medical Centre,drkaruga@cityhealth.co.ke,0722299425
City Stadium Health Services,N/A,0727024505
Clinocare Health Ltd,info@clinocare.co.ke,0721215001
Clinton Health Access Initiative,N/A,N/A
Comboni Missionary Sisters Health Project,N/A,0711183110
Community Comm. For Health Development in Africa,N/A,N/A
Consortium for national health research,info@cnhrkenya.org,0733572803
Crystal Health Consultants Ltd,info@chc.co.ke,0706253834
Dental Health Providers Clinics,dental_hp@yahoo.com,0714254053
Digestive Health clinic,N/A,0725475810
Directorate of Occupational Safety and Health Services,doshdept@yahoo.com,N/A
Dorevans Health Clinic,N/A,N/A
Dove International Wellness Centre,info@doveinternational.co.ke,0728512529
Elisters Health,info@elisters2000.com,0723703322
Engenderhealth,N/A,0722205586
Environment Health & Safety (EHS) Management Consultants Ltd,N/A,N/A
Environment Health & Safety Re.Cent.Ltd,N/A,N/A
Family Health Dental Clinic,N/A,0718501426
Family Health International (F H I 360),N/A,0711055100
Famlink Health Services Laboratory,N/A,0720265340
Fitness For Health Initiative-Africa,N/A,0726373566
Fordera Health Services,ochieng_jose@yahoo.co.uk,0722516546
Forest Health Management Centre,N/A,N/A
Global Health Strategies,N/A,0792052164
Glory Health Clinic-kawangware,N/A,0722669829
Good Health Clinic and Laboratory,N/A,0722248436
Health!,N/A,0713709404
Health Action International,N/A,N/A
Health in the Hands,anastacianthusi@gmail.com,0720809576
Health is YOUR Wealth,N/A,0703119306
Health & Lifestyle Solution,healthnlifestyle2018@gmail.com,0736203427
Health Management Agency,helmahealth@yahoo.com,0724204035
Health Matters Medical Centre Ltd,healthmattersplus@gmail.com,0772195830
Health Media International,N/A,0722142435
Health Network International,N/A,N/A
Health Ngos Network,N/A,N/A
Health Peak Supplements,N/A,0754472506
Health Pursuit Africa,healthpursuita@gmail.com,0722868591
Health Rights Advocacy Forum (HERAF),info@heraf.or.ke,0735333007
Health & Safety Institute,safetyinstitute@yahoo.com,0733324418
Health Science Systems (K) Ltd,N/A,N/A
Health Services,N/A,N/A
Health Unlimited,N/A,N/A
Healthline Solutions Ltd,N/A,0733999600
Healthwise Ltd,info@healthwise.co.ke,0725155929
Healthy U 2000 Ltd,N/A,0707363073
Home Health Education Service,N/A,N/A
House Of Health Products,N/A,0721816040
Humminghealthcare,reception@appleandsense.com,0714358965
Image Health & Fitness Ltd,N/A,N/A
Imperial Health Science,N/A,0721329224
Incas Health International Ltd,N/A,0750336927
Innova Health Management,kamaupharm@gmail.com,0722759721
Insight Health Advisors Limited,insighthealthadvisors@gmail.com,0722753688
Institute of Health Policy Management & Research,N/A,N/A
Intergrated Health Services,N/A,N/A
Int''L Centre For Health Interventi,N/A,N/A
Intra Personal Health,info@intrapersonalhealth.com,N/A
Intrahealth International,N/A,0722203615
Ipas Africa Alliance,ipasalliance@ipas.org,N/A
Ipos Health Management,N/A,0728218230
Jacaranda Health,N/A,0733580090
Josper Occupational Health & Safety Consultants Ltd,info@josper.co.ke,N/A
Kam (H) Health Clinic,N/A,0727645210
Kangemi Urban Intergrated Health Service Pharmacy & Laboratory,N/A,0723430516
Karma Health Services,kmajuoga@gmail.com,0722824493
Kenya Breast Health Programme,N/A,N/A
Kenya Health Workforce Informatics System,N/A,0729313047
Kenya Plant Health Inspectorate Services (KEPHIS),kephisiu@kephis.org,0722209504
Kenya Water For Health Organization (KWAHO),N/A,N/A
"Lincks To Good Health, The",N/A,0721100076
Lowan Oral Health,N/A,0722808889
Macmed Healthcare (K) Ltd,info@macmed-eastafrica.com,0722202552
Management Sciences For Health,N/A,N/A
"Matu, Dr Nelson Kagema",nkmatu@yahoo.com,0722793909
Medicon Health Services,muriithimwaruingi@gmail.com,0722933633
Metropolitan Hospital Nairobi,N/A,0795105140
Min. Of Health (Gvt Chemist),N/A,N/A
Ministry of Health,N/A,0732353535
Ministry of Public Health and Sanitation,psph@health.go.ke,0703045000
Moi University,nairobicampus@mu.ac.ke,N/A
Mother & Child Health Centre,N/A,N/A
Motherlove Health & Wellness,N/A,0710240177
Muscle Health & Fitness (K) Ltd,N/A,0722616530
Nairobi Reproductive Health Services,N/A,0722282449
Namu Health Works Ltd,N/A,0772091630
Nature Foods For Health & Cosmetics,N/A,0724554244
Natures Way Health,natureswayclinic@yahoo.com,N/A
Nautilus Health & Fitness Center Ltd,fitness@africaonline.co.ke,0733610970
"Neelam Hair,Health & Beauty Salon",N/A,N/A
Newstart Health Inclusive,drsaningo@gmail.com,0722770604
Ninop Health (Adev Bank),N/A,N/A
Nutrition For Health and Vitality,nutritionforhealthandvitality@gmail.com,N/A
"Ogweno, Dr George M",N/A,0708728005
Omni Health Limited,N/A,0722785223
Path (Program for Appropriate Technology in Health),kenyainfo@path.org,0722855321
Ponea Health,info@poneahealth.com,0111013900
Praecura Health,N/A,0788112112
Prime Health Pharmacy Ltd,primehealthp@gmail.com,0722145800
Prime Health Services,N/A,0733826339
Princess Zahra Islamic Health Centre Ltd,info@princesszahra.co.ke,0711754190
Prsitine Health & Wellness,N/A,0702442544
Psychological Health Services,psychohealthservices@gmail.com,0787210577
Pure Health Natural Clinic,N/A,0725398204
Quick Health Doctors,N/A,0707363636
Quills Beauty Health Clinic,quills@yahoo.com,N/A


TARGET URL: https://www.yellowpageskenya.com/business-category/Healthcare%20Assistants%20Training%20Institute
Company Name,Email,Mobile
FamCare Training College,college@famcare.co.ke,0726484071
Nazareth Hospital,info@nazarethhospital.or.ke,0722405166
Eldoret Technical Training Institute (ETTI) & Teachers Training College (ETTI TTC),eldorettechnical@gmail.com,0701002631
HBC Group Co Ltd,info@hbcgroup.co.ke,0117152102
Oannes Healthcare,eksineiclinic@gmail.com,0706801207
Dataline International Ltd,info@dataline.co.ke,0759308890
A Global Healthcare Public Foundation,N/A,N/A
A One Healthcare Ltd,admin@a1healthcare.co.ke,0721703699
Accord Healthcare (K) Ltd,accordkenya@africaonline.co.ke,N/A
Adams Natural Healthcare,N/A,0733904110
Africa Film and Television Talent Training Institute,info@afttrec.com,0729653365
Africa Manpower Training Institute,N/A,N/A
Al Furgan Training Institute,N/A,N/A
Alexander Forbes Healthcare Ltd,healthcare@aforbes.co.ke,0733677153
Allmed Healthcare Ltd,N/A,0790222167
Amani Counselling Centre & Training Institute,N/A,0722626590
Amity Healthcare Ltd,N/A,N/A
Animal Health & Industrial Training Institute (AHITI),ahitikabete@yahoo.com,N/A
Associated Consulting & Training Institute,N/A,N/A
Avenue Healthcare,admin@avenuehealthcare.com,0722854221
Baraka Healthcare Clinic,N/A,0722964600
Bayer East Africa Ltd,N/A,0722427137
Beta Healthcare International Ltd,N/A,0724257072
Bliss GVS Healthcare Ltd,blissburuburu@yahoo.com,0786412400
Bliss Healthcare Ltd,N/A,0786412734
Bristol Park Healthcare Centre,N/A,0732178014
Career Management Training Institute,N/A,0710369585
Career Training Centre,N/A,0720252565
Carenille Healthcare,N/A,0736619099
Cefamed Healthcare Centre,N/A,0710576318
Centinel Healthcare Ltd,N/A,N/A
City Business Training Institute,N/A,0734231496
Clarence Matheny Training Institute,N/A,N/A
Clinix Healthcare Ltd,clinixhealthcare@gmail.com,0786412310
Comet Healthcare Ltd,comethealthcares@gmail.com,0725519844
Comfys Healthcare International,info@comfyshc.com,0704298014
Compassionate Healthcare,N/A,0729850780
Cornerstone Training Institute,N/A,N/A
Crown Healthcare (K) Ltd,crown@crownkenya.com,0721200400
Data Center Training Institute,N/A,N/A
Davies Computer Training Institute,N/A,N/A
Deeways Healthcare,N/A,0723343130
Demo Healthcare Ltd,N/A,0729006989
Dolopharma Healthcare Ltd,nfo@dolopharma.co.ke,0726424367
Easton Training Institute,N/A,0707397060
Edu-global Training Institute,eduglobaltraining@gmail.com,0703197366
Equident Healthcare Ltd,N/A,0710311927
Europa Healthcare Ltd,europa@ubinlskenya.com,0722206200
Exodus Chemist & Healthcare,N/A,0733882844
Faidi Healthcare Ltd,faidigs@yahoo.com,0716646508
Famcare Training Institute,info@fhoktraining.com,0724078897
Focus Business Institute (Training & Management Consultants),N/A,N/A
Fortis HealthCare Center,N/A,0702209471
GE Healthcare,N/A,0726991992
General Precise HealthCare,dr_wangata@yahoo.com,0722680117
Girls'' Training Institute of Islamic Education,N/A,0728971376
Githurai Healthcare Medical & Dental,N/A,0721479607
Glad Healthcare (K) Ltd,gladhealthcareltd@gmail.com,0721215353
Global Aviation Training College,N/A,0725518598
Global Training Institute,N/A,N/A
Goldstar Healthcare Ltd,mail@golstarhealthcare.com,0722592839
Gomet Healthcare Ltd,N/A,0737436241
Hami Healthcare Dental Clinic,N/A,0112033649
Hands-On Training Institute,N/A,0717594042
Healthcare Direct (K) Ltd,N/A,0722513637
Helica Healthcare,N/A,0722498148
Humminghealthcare,reception@appleandsense.com,0714358965
Huntold Healthcare,N/A,0720919642
Hurlingham Comprehensive Healthcare Clinics,N/A,0713924114
Hychem Hygiene & Healthcare Solutions Limited,mary@hychemgroup.com,0705483448
Imed Healthcare Ltd,N/A,0771201780
International Private Healthcare,N/A,N/A
International Sales Training Institute,esther.maina@istiglobal.com,0731305030
Interstate Professional Training Institute,N/A,N/A
Intraglobal Training Institute,N/A,0722416338
Iqra Training Institute,N/A,0721489318
Istafric Healthcare Garmet Ltd,istafric@gmail.com,0714959304
Jabez Healthcare Ltd,N/A,0721575588
Janst Healthcare International Ltd,hq@janst.co.ke,0722521912
JSI - Deliver Project,N/A,N/A
JSI Research & Training Institute Inc,N/A,0722207745
Judiciary Training Institute,N/A,N/A
Kabete Technical Training Institute,kabetetechnical@yahoo.com,0713338683
Karen Technical Training Institute for the Deaf,info@kareninstituteforthedeaf.org,0722677859
Kenbright Healthcare Administrators Ltd,healthcare@kenbright.co.ke,0722784434
Kenpharma Healthcare,N/A,0726005075
Kenya Christian Industrial Training Institute,N/A,0733637766
Kenya Healthcare Federation,admin@khf.co.ke,0702249853
Kenya Institute of Business Training,jica.kibtseminar@gmail.com,0701109202
Kenya School of Government,customerservice@ksg.ac.ke,0727496698
Kings Healthcare Ltd,N/A,0727332111
Kinyanjui Secondary Technical School,N/A,N/A
La Femme Healthcare Clinic,lafemmehealthcare@gmail.com,0752694365
Laser Healthcare Supplies,N/A,0724434440
lcotech Healthcare,info@icotechhealthcare.com,0723466674
Lenana Healthcare Services Ltd,N/A,0722974707
Lenana Home Healthcare,consolata@lenanahealthcare.co.ke,0709686426
Lords Healthcare Ltd,lords@swiftkenya.com,0722204443
Macmed Healthcare (K) Ltd,info@macmed-eastafrica.com,0722202552
Magenta Training Institute,N/A,0721456073
Maximo Natural Healthcare,N/A,0722966095
MDoc Healthcare Services Ltd,mdocviva@gmail.com,0722313427
MediBarron Healthcare,N/A,0711477379
Medimart Healthcare Ltd,N/A,0725873737
Medionics Healthcare Ltd,N/A,0712886148
Medisafe Healthcare Services,N/A,0733512308
Mediserve Healthcare Ltd,mediserve.health@gmail.com,0724253833
Medixen Healthcare Lab & Supplies,medixenhealthcare@gmail.com,0720642215
Medline Healthcare Technologies Ltd,N/A,0724661922
Medsurge Healthcare Ltd,N/A,0720714337
Megascope Healthcare (K) Ltd,N/A,0722299097
Merck Healthcare & Life Science,N/A,0725302204
Mic Global Risks (K) Ltd,N/A,N/A
Misshada Healthcare Ltd,N/A,0721599888
Modern Touch Training Institute,N/A,N/A
Multispeciality Healthcare Consultancy Services,N/A,0729104278
Nairobi Technical Training Institute,N/A,0722233394
Nairobi Training Institute,N/A,N/A
Neotech Healthcare Services,njogustephen@yahoo.com,0722515451
Newlife Natural Healthcare,esthergati6@gmail.com,0722797000
Nomad Healthcare Limited,N/A,0721367734
Oasis Africa Counseling Centre & Training Institute,N/A,0725366614
Oceanic Healthcare Ltd,N/A,0734532734
Oliveberg Insurance Agency,info@oliveberg.co.ke,0724210052
Omnimakin Healthcare LLP,N/A,0734423150
Onewish Healthcare Agency Ltd,onewishhealthcare16@gmail.com,0726580679
Oxford Healthcare Supplies,oxfordsupplies@gmail.com,0722327091
Pago Airways Travel Services,N/A,0722583759
Paramedic Healthcare Service Ltd,N/A,N/A
Paramedic & Healthcare Supplies Ltd,paramedichealthcare@gmail.com,0722862773
Participatory Training Promotions Institute Ltd,partpro2003@yahoo.com,N/A
PC Kinyanjui Technical Training Institute,N/A,0721480199
Pharcoxin Healthcare Ltd,pharcoxin@gmail.com,0722945312
Pharma Healthcare & Dental Clinic,N/A,0722790678
Pharmaceutical Management & Healthcare Strategistics,N/A,N/A
Pharmaco Healthcare Ltd,N/A,N/A
Phillips Healthcare Technologies Ltd,N/A,0710666022
Pioneer Training Institute,pioneersconsultant@gmail.com,0725063286
Prestige Healthcare,afyaprestige@gmail.com,0722519456
Prodigy Healthcare Ltd,N/A,0700709066
Pulse Healthcare Ltd,N/A,0725383742
Qlinica Healthcare Ltd,info@qlinicahealthcare.co.ke,0712630801
Radiant Group of Hospitals Ltd,N/A,0721851276
Railways Training Institute,N/A,0721138121
Revital Healthcare (EPZ) Ltd,ernest@rhcare-epz.com,0721140706
Rolima Training Institute,N/A,0723567304
Roskes Healthcare Supplies Ltd,N/A,0722711333
Sacred Training Institute,N/A,0721339381
Sal Healthcare Ltd,N/A,N/A
Savannah Healthcare,drmurageephantuswachira@yahoo.com,0722764545
Scion Healthcare,scion@yahoo.com,0711839892
Sedney Technical Training Institute,N/A,0791881504
Shalina Healthcare (K) Ltd,Kenya@shalina.com,0742375509
Shiffa Healthcare Ltd,N/A,0710579178
Signature Healthcare Ltd,info@signaturehealthcareltd.com,0705617118
Sky Healthcare Ltd,N/A,0725274374
Skyways Aviation Training Institute,N/A,0737689099
Snide Healthcare Ltd,N/A,0723599305
Softglobe Training Institute,N/A,0729352930
Soin Healthcare,N/A,0721858940
St. Faustina Counselling & Training Institute,stfaustina@wananchi.com,0722728743
St Jude Counselling & Training Institute,N/A,0722300801
St Kizito Vocational Training Institute,stk.githurai@gmail.com,0724238716
St. Paul''s Healthcare & Maternity! Kahawa,stpaulsc@gmail.com,0706877809
Stanhope Healthcare & Diagnostic Centre,info@stanhopehealth.co.ke,0721708267
Stateside Information Technology (Training Institute),N/A,N/A
